FID,pfaf_id,name,name_1,CentroidX,CentroidY,Admin1_count,Admin1_names
13012,213060,Macedonia,Veles,21.76112493,41.64655281,78,"Gevgelija, Kumanovo, Zajas, Saraj, Sopište, Gostivar, Dolneni, Rankovce, Bitola, Želino, Gjorce Petrov, Bogdanci, Rosoman, Vraneštica, Studenicani, Strumitsa, Valandovo, Kocani, Lozovo, Vrapcište, Bogovinje, Caška, Makedonski Brod, Cešinovo-Obleševo, Kavadartsi, Delcevo, Probištip, Štip, Star Dojran, Negotino, Sveti Nikole, Kisela Voda, Karbinci, Radoviš, Tearce, Zrnovci, Butel, Berovo, Cucer Sandevo, Brvenica, Vinitsa, Aracinovo, Oslomej, Kriva Palanka, Krivogaštani, Cair, Vasilevo, Gradsko, Centar, Ilinden, Demir Hisar, Lipkovo, Aerodrom, Mavrovo and Rostuša, Tetovo, Novatsi, Kratovo, Resen, Pehcevo, Demir Kapija, Petrovec, Kruševo, Mogila, Karpoš, Jegunovtse, Plasnica, Konce, Debar, Šuto Orizari, Drugovo, Zelenikovo, Staro Nagoricane, Debarca, Kicevo, Makedonska Kamenica, Gazi Baba, Prilep, Veles"
13270,765000,Puerto Rico,Orocovis,-66.46821767,18.22204718,78,"Sabana Grande, San Germán, Comerío, Las Marías, Vieques, Dorado, Vega Baja, Peñuelas, Gurabo, Arroyo, Utuado, Maricao, Naguabo, Coamo, Isabela, Culebra, Corozal, Vega Alta, Aguadilla, Carolina, San Juan, Ponce, Aibonito, Aguas Buenas, Aguada, Loíza, Guayanilla, Salinas, Hormigueros, Toa Baja, Rincón, Patillas, Barranquitas, Juana Díaz, Trujillo Alto, Bayamón, Florida, Naranjito, Jayuya, Humacao, Las Piedras, Morovis, Manatí, Hatillo, Cidra, Cabo Rojo, Yabucoa, San Sebastián, Cataño, Guayama, Lares, Luquillo, Quebradillas, Lajas, San Lorenzo, Mayagüez, Añasco, Fajardo, Guánica, Río Grande, Yauco, Caguas, Orocovis, Canóvanas, Guaynabo, Juncos, Barceloneta, Santa Isabel, Toa Alta, Maunabo, Ciales, Cayey, Moca, Villalba, Arecibo, Ceiba, Camuy, Adjuntas"
9406,761000,Bahamas,Black Point,-76.64512835,24.25758417,33," , New Providence, North Abaco, West Grand Bahama, Central Eleuthera, East Grand Bahama, Exuma, Harbour Island, Central Andros, Spanish Wells, Berry Islands, Acklins, North Andros, Crooked Island, Mangrove Cay, Cat Island, Long Island, Moore's Island, San Salvador, Hope Town, Ragged Island, Inagua, North Eleuthera, City of Freeport, Central Abaco, South Eleuthera, South Andros, South Abaco, Grand Cay, Rum Cay, Mayaguana, Black Point, Biminis"
4927,764001,Dominican Republic,Monseñor Nouel,-70.49287128,18.89574072,32,"Santiago, Baoruco, San José de Ocoa, Distrito Nacional, Barahona, Azua, Dajabón, Elías Piña, Samaná, Monte Cristi, Independencia, San Cristóbal, María Trinidad Sánchez, Santo Domingo, Puerto Plata, El Seibo, San Pedro de Macorís, Hato Mayor, Sánchez Ramírez, La Vega, Duarte, Santiago Rodríguez, Monte Plata, La Altagracia, San Juan, La Romana, Pedernales, Espaillat, Peravia, Monseñor Nouel, Valverde, Hermanas Mirabal"
14961,458001,Sri Lanka,Matale,80.70867205,7.581912783,24,"Puttalam, Kilinochchi, Trincomalee, Ampara, Hambantota, Gampaha, Nuwara Eliya, Polonnaruwa, Vavuniya, Anuradhapura, Badulla, Mullaitivu, Kegalle, Batticaloa, Colombo, Galle, Kalutara, Matale, Ratnapura, Matara, Moneragala, Kurunegala, Kandy, Mannar"
3901,226062,Moldova,Sîngerei,28.18752017,47.77469441,20,"Donduseni, Orhei, Falesti, Rîscani, Criuleni, Rezina, Dubasari, Soroca, Ungheni, Sîngerei, Ocnita, Telenesti, Glodeni, Calarasi, Edinet, Balti, Straseni, Floresti, Drochia, Soldanesti"
3920,753809,Nicaragua,Managua,-86.04424316,12.25518735,20,"Lago Nicaragua, Chontales, Rivas, Masaya, Boaco, León, Granada, Managua, Matagalpa, Carazo, Estelí, Lago Nicaragua, Rivas, Lago Nicaragua, Masaya, Lago Nicaragua, Granada, León, Managua, Jinotega"
13272,413011,Japan,Hyogo,134.7625051,35.23684862,20,"Yamaguchi, Hyogo, Hiroshima, Kagawa, Ishikawa, Okayama, Nara, Shiga, Osaka, Tottori, Gifu, Shimane, Mie, Toyama, Wakayama, Nagano, Ehime, Kyoto, Fukui, Niigata"
7971,232680,Switzerland,Bern,7.855547746,46.91738335,19,"Glarus, Zug, Aargau, Zürich, Nidwalden, Graubünden, Ticino, Basel-Landschaft, Obwalden, Schwyz, Sankt Gallen, Lucerne, Valais, Neuchâtel, Vaud, Uri, Fribourg, Bern, Solothurn"
8635,543000,Guam,Chalan-Pago-Ordot,144.777031,13.44338169,19,"Agana Heights, Hagåtña, Asan, Chalan-Pago-Ordot, Merizo, Agat, Yigo, Tamuning, Santa Rita, Yona, Mongmong-Toto-Maite, Umatac, Inarajan, Mangilao, Dededo, Sinajana, Barrigada, Piti, Talofofo"
15967,436300,Hong Kong,Tsuen Wan,114.1348728,22.38132514,18,"Central and Western, Sha Tin, Kwai Tsing, Sai Kung, Yau Tsim Mong, Sham Shui Po, Tsuen Wan, Wan Chai, Kwun Tong, Islands, Yuen Long, Southern, Tai Po, Eastern, Wong Tai Sin, Kowloon City, North, Tuen Mun"
1096,184000,Mayotte,Ouangani,45.14830098,-12.82122675,17,"Boueni, Acoua, Bandrele, Dzaoudzi, Dembeni, Pamandzi, Mamoudzou, Mtsamboro, Kani-Keli, Sada, Chirongui, Koungou, Ouangani, M'tsangamouji, Tsingoni, Chiconi, Bandraboua"
15103,227360,Romania,Arge?,24.79680218,45.41143217,17,"Bacau, Dolj, Alba, Bra?ov, Mure?, Teleorman, Dâmbovi?a, Prahova, Vâlcea, Hunedoara, Olt, Arge?, Covasna, Harghita, Gorj, Neam?, Sibiu"
3900,226061,Moldova,Anenii Noi,29.11713585,46.96564263,16,"Orhei, Ialoveni, Hîncesti, Cimislia, Bender, Criuleni, Chisinau, Dubasari, Causeni, Ungheni, Calarasi, Nisporeni, Straseni, Transnistria, Anenii Noi, Stefan Voda"
5396,456604,Afghanistan,Kabul,69.32671271,34.6531494,16,"Nangarhar, Kabul, Badakhshan, Takhar, Baghlan, Nuristan, Wardak, Laghman, Logar, Kapisa, Ghazni, Panjshir, Parwan, Kunar, Paktya, Bamyan"
8577,541000,Palau,Aimeliik,134.4980941,7.406870253,16,"Airai, Ngatpang, Ngiwal, Hatohobei, Koror, Ngchesar, Peleliu, Ngardmau, Sonsorol, Angaur, Ngeremlengui, Ngarchelong, Aimeliik, Kayangel, Melekeok, Ngaraard"
13014,213080,Macedonia,Struga,20.71536101,41.37369042,16,"Zajas, Gostivar, Bogovinje, Ohrid, Tearce, Lake Ohrid, Demir Hisar, Mavrovo and Rostuša, Tetovo, Resen, Struga, Debar, Drugovo, Debarca, Centar župa, Vevcani"
3121,753718,Guatemala,Zacapa,-89.83550695,14.94956816,15,"Baja Verapaz, Zacapa, Chimaltenango, Sololá, Jalapa, Izabal, Chiquimula, Guatemala, Alta Verapaz, El Progreso, Quiché, Totonicapán, Sacatepéquez, Jutiapa, Santa Rosa"
8688,232305,Guernsey,Vale,-2.51550932,49.48545474,15,"Torteval, Herm, Saint Andrew, Brecqhou, Sark, Jethou, Saint Pierre du Bois, Forest, Saint Peter Port, Saint Sampson, Vale, Saint Martin, Alderney, Castel, Saint Saviour"
14612,614000,Trinidad and Tobago,Couva-Tabaquite-Talparo,-61.25932873,10.47391045,15,"San Fernando, Mayaro/Rio Claro, Point Fortin, Couva-Tabaquite-Talparo, Diego Martin, Port of Spain, Siparia, Tobago, Sangre Grande, Arima, Chaguanas, San Juan-Laventille, Penal-Debe, Princes Town, Tunapuna/Piarco"
2957,545000,Nauru,Nibok,166.9343605,-0.528364482,14,"Ijuw, Yaren, Meneng, Anibare, Anabar, Anetan, Buada, Baiti, Boe, Uaboe, Ewa, Nibok, Denigomodu, Aiwo"
4189,172111,Egypt,Bani Suwayf,31.16102922,29.21874575,14,"Al Jizah, Al Fayyum, As Suways, Al Buhayrah, Al Minufiyah, Bani Suwayf, Al Qahirah, Asyut, Kafr ash Shaykh, Al Qalyubiyah, Al Bahr al Ahmar, Al Minya, Al Wadi al Jadid, Al Gharbiyah"
4852,117209,Kenya,Kitui,38.25686259,-0.421789116,14,"Garissa, Laikipia, Tharaka-Nithi, Murang'a, Kiambu, Embu, Machakos, Nyeri, Nyandarua, Tana River, Meru, Isiolo, Kirinyaga, Kitui"
4877,172976,Kenya,Homa Bay,34.75363788,-0.545408692,14,"Nandi, Nyamira, Kericho, Bomet, Kisumu, Vihiga, Baringo, Nakuru, Narok, Siaya, Migori, Kisii, Uasin Gishu, Homa Bay"
8666,765000,Saint Kitts and Nevis, ,-62.70139604,17.27181065,14,"Saint John Capisterre, Saint Thomas Middle Island, Saint John Figtree, Saint George Basseterre, Saint George Gingerland, Trinity Palmetto Point, Saint Thomas Lowland, Saint Paul Charlestown, Saint James Windward, Saint Anne Sandy Point, Saint Mary Cayon, Saint Paul Capisterre, Christ Church Nichola Town, Saint Peter Basseterre"
9405,524099,Philippines,Quezon,122.5189521,15.01792739,14,"Camarines Sur, Sorsogon, Albay, Camarines Norte, Quezon, Nueva Ecija, Quirino, Rizal, Isabela, Nueva Vizcaya, Aurora, Laguna, Cagayan, Bulacan"
15419,172974,Uganda,Mpigi,31.808922,0.079882859,14,"Kamwenge, Mpigi, Wakiso, Kampala, Rakai, Kalangala, Mbarara, Kiboga, Mukono, Kyenjojo, Masaka, Sembabule, Lake Victoria, Mubende"
15432,763000,Jamaica,Clarendon,-77.31032645,18.15694086,14,"Westmoreland, Saint Elizabeth, Kingston, Saint James, Saint Ann, Saint Andrew, Saint Catherine, Saint Mary, Hanover, Portland, Clarendon, Saint Thomas, Trelawny, Manchester"
16029,234004,Ireland,Roscommon,-8.049025754,53.40598952,14,"Offaly, Mayo, Leitrim, Tipperary, Westmeath, Clare, Longford, Cavan, Limerick, Roscommon, Sligo, Meath, Laoighis, Galway"
3909,227108,Moldova,Ungheni,27.77943303,47.32059106,13,"Hîncesti, Leova, Cimislia, Falesti, Rîscani, Cantemir, Ungheni, Ocnita, Briceni, Cahul, Glodeni, Nisporeni, Edinet"
9050,443040,Thailand,Prachin Buri,101.5073074,13.82264078,13,"Chachoengsao, Chon Buri, Samut Prakan, Prachin Buri, Sa Kaeo, Chanthaburi, Bangkok Metropolis, Saraburi, Nakhon Ratchasima, Phra Nakhon Si Ayutthaya, Pathum Thani, Nakhon Nayok, Buri Ram"
9062,443080,Thailand,Suphan Buri,99.9354758,14.42750037,13,"Nonthaburi, Samut Songkhram, Ratchaburi, Samut Sakhon, Nakhon Pathom, Bangkok Metropolis, Kanchanaburi, Chai Nat, Phra Nakhon Si Ayutthaya, Suphan Buri, Uthai Thani, Ang Thong, Pathum Thani"
9247,227350,Bulgaria,Veliko Tarnovo,25.69125067,43.32182387,13,"Targovishte, Plovdiv, Veliko Tarnovo, Razgrad, Pleven, Gabrovo, Silistra, Stara Zagora, Teleorman, Lovech, Shumen, Ruse, Sliven"
10706,221409,Turkey,Yozgat,35.38438035,39.3942629,13,"Ankara, Konya, Kayseri, Aksaray, Kinkkale, Çankiri, Kirsehir, Yozgat, Erzincan, Nevsehir, Tokat, Sivas, Nigde"
14967,227402,Montenegro,Mojkovac,19.42047541,43.01695131,13,"Kolašin, Podgorica, Berane, Mojkovac, Andrijevica, Žabljak, Rožaje, Bijelo Polje, Plav, Nikšic, Pljevlja, Plužine, Šavnik"
15433,517002,Timor-Leste,Manatuto,125.8546407,-8.826042816,13,"Covalima, Viqueque, Ambeno, Dili, Manatuto, Liquiçá, Lautém, Baucau, Aileu, Manufahi, Bobonaro, Ermera, Ainaro"
15847,172996,Burundi,Karuzi,30.02474762,-3.234695768,13,"Ngozi, Muramvya, Kayanza, Bururi, Ruyigi, Rutana, Cankuzo, Bubanza, Gitega, Bujumbura Rural, Muyinga, Mwaro, Karuzi"
18846,243500,Åland,Finström,20.0230888,60.19766266,13,"Lumparland, Sund, Geta, Lemland, Finström, Hammarland, Mariehamn, Föglö, Jomala, Saltvik, Vårdö, Eckerö, Sottunga"
4881,153060,Tunisia,Siliana,9.050701002,36.29522566,12,"Manubah, Béja, Le Kef, Jendouba, Tunis, Kassérine, Siliana, Ariana, Zaghouan, Kairouan, Ben Arous (Tunis Sud), Bizerte"
7972,232690,Switzerland,Sankt Gallen,9.236417071,47.08195699,12,"Glarus, Aargau, Zürich, Appenzell Ausserrhoden, Graubünden, Ticino, Sankt Gallen, Appenzell Innerrhoden, Baden-Württemberg, Schaffhausen, Thurgau, Uri"
8404,232305,Jersey,Saint Lawrence,-2.132526427,49.21390494,12,"Saint Martin, Saint Saviour, Saint Lawrence, Saint John, Saint Ouen, Grouville, Saint Peter, Saint Helier, Saint Berlade, Saint Clement, Saint Mary, Trinity"
9397,524091,Philippines,Quezon,121.7935904,13.93100559,12,"Camarines Sur, Sorsogon, Batangas, Albay, Quezon, Metropolitan Manila, Rizal, Cavite, Camarines Norte, Laguna, Pampanga, Bulacan"
9404,524098,Philippines,Ifugao,121.5495805,17.01948658,12,"Nueva Ecija, Quirino, Kalinga, Apayao, Abra, Isabela, Nueva Vizcaya, Ifugao, Aurora, Cagayan, Mountain Province, Benguet"
13278,413017,Japan,Shizuoka,138.5807704,35.38937185,12,"Kanagawa, Shizuoka, Chiba, Saitama, Yamanashi, Gifu, Mie, Ibaraki, Nagano, Gunma, Tokyo, Aichi"
14963,213080,Montenegro,Podgorica,19.23968677,42.45703045,12,"Kolašin, Podgorica, Ulcinj, Berane, Budva, Rožaje, Cetinje, Danilovgrad, Plav, Nikšic, Bar, Šavnik"
15182,771140,El Salvador,Cabañas,-88.95243642,13.90319072,12,"San Miguel, Usulután, Cuscatlán, Sonsonate, Morazán, San Salvador, San Vicente, La Unión, Cabañas, La Libertad, Santa Ana, Chalatenango"
15410,172964,Uganda,Tororo,33.81829838,0.829711365,12,"Kapchorwa, Busia, Masaka, Jinja, Iganga, Kamuli, Tororo, Sironko, Mayuge, Bugiri, Pallisa, Mbale"
15652,452540,Bhutan,Thimphu,89.71333541,27.4470007,12,"Trongsa, Gasa, Wangduephodrang, Samtse, Chhukha, Sarpang, Punakha, Thimphu, Haa, Paro, Tsirang, Dagana"
3891,753720,Honduras,Comayagua,-87.89674862,14.78596062,11,"Comayagua, Intibucá, Atlántida, Cortés, Ocotepeque, Yoro, Lempira, Santa Bárbara, Copán, Francisco Morazán, La Paz"
3919,753808,Nicaragua,Lago Nicaragua,-85.28165145,11.77938157,11,"Lago Nicaragua, Río San Juan, Chontales, Rivas, Boaco, Lago Nicaragua, Río San Juan, Lago Nicaragua, Chontales, Lago Nicaragua, Rivas"
4204,173000,Egypt,Ash Sharqiyah,31.51685031,30.80813288,11,"Ad Daqahliyah, Al Isma`iliyah, Ash Sharqiyah, As Suways, Al Minufiyah, Al Qahirah, Bur Sa`id, Kafr ash Shaykh, Al Qalyubiyah, Dumyat, Al Gharbiyah"
4812,115300,Kenya,Baringo,36.24814691,0.675586941,11,"Samburu, Turkana, Laikipia, Kericho, Baringo, Nakuru, Narok, Nyeri, Nyandarua, Uasin Gishu, Elgeyo-Marakwet"
4876,172972,Kenya,Kakamega,34.85660478,0.532666106,11,"Nandi, Kakamega, Kisumu, Vihiga, Trans Nzoia, West Pokot, Siaya, Bungoma, Uasin Gishu, Elgeyo-Marakwet, Busia"
9053,443062,Thailand,Phetchabun,101.0797102,15.54957445,11,"Chaiyaphum, Nakhon Sawan, Saraburi, Nakhon Ratchasima, Phra Nakhon Si Ayutthaya, Phetchabun, Lop Buri, Ang Thong, Pathum Thani, Nakhon Nayok, Loei"
9054,443063,Thailand,Chai Nat,100.0991659,15.3710718,11,"Tak, Nakhon Sawan, Chai Nat, Phra Nakhon Si Ayutthaya, Phetchabun, Lop Buri, Suphan Buri, Kamphaeng Phet, Sing Buri, Uthai Thani, Ang Thong"
9055,443064,Thailand,Lamphun,99.02864878,18.01482544,11,"Tak, Phrae, Nakhon Sawan, Chiang Rai, Sukhothai, Kamphaeng Phet, Lampang, Phayao, Mae Hong Son, Chiang Mai, Lamphun"
9057,443066,Thailand,Sukhothai,99.94484103,17.66401811,11,"Tak, Phrae, Phitsanulok, Nakhon Sawan, Phichit, Sukhothai, Nan, Uttaradit, Kamphaeng Phet, Lampang, Phayao"
9331,622989,Peru,Amazonas,-78.08909419,-6.631504015,11,"Lambayeque, Amazonas, Cajamarca, Huánuco, Loreto, Lima, San Martín, Piura, La Libertad, Pasco, Ancash"
10696,221300,Turkey,Karabük,32.8497398,41.29842301,11,"Zinguldak, Sinop, Ankara, Bartin, Sakarya, Çankiri, Bolu, Samsun, Düzce, Karabük, Kastamonu"
10717,221700,Turkey,Giresun,39.06490092,40.78491752,11,"Artvin, Erzurum, Ordu, Giresun, Rize, Gümüshane, Samsun, Tokat, Sivas, Bayburt, Trabzon"
11403,614000,Barbados,Saint Thomas,-59.55636964,13.17214701,11,"Saint James, Saint Peter, Saint George, Saint Michael, Saint Joseph, Saint Lucy, Saint Philip, Saint Thomas, Saint Andrew, Christ Church, Saint John"
13010,232690,Liechtenstein,Triesenberg,9.553905102,47.14254781,11,"Ruggell, Eschen, Gamprin, Planken, Balzers, Schaan, Valduz, Triesenberg, Triesen, Schellenberg, Mauren"
15460,436708,Vietnam,L?ng Son,106.196398,21.52256135,11,"B?c Giang, B?c K?n, B?c Ninh, H?i Duong, H?i Phòng, Hà N?i, L?ng Son, Qu?ng Ninh, Thái Nguyên, Tuyên Quang, Vinh Phúc"
15932,296509,Yemen,Dhamar,43.70930495,14.14745579,11,"Al Hudaydah, Ta`izz, `Adan, Ibb, Lahij, Abyan, Dhamar, Raymah, San`a', Al Mahwit, Hajjah"
16006,122217,Malawi,Balaka,35.01316331,-15.00653144,11,"Mangochi, Blantyre, Ntcheu, Neno, Balaka, Machinga, Zomba, Mwanza, Thyolo, Chiradzulu, Chikwawa"
16034,234009,Ireland,Kildare,-6.583209484,53.29593555,11,"Offaly, Louth, Kildare, Westmeath, Dublin, Cavan, Wicklow, Carlow, Monaghan, Wexford, Meath"
2440,614000,Saint Lucia,Dennery,-60.96675139,13.89834339,10,"Soufrière, Micoud, Vieux Fort, Choiseul, Laborie, Gros Islet, Dennery, Canaries, Castries, Anse-la-Raye"
3150,284690,Georgia,Shida Kartli,44.00436956,41.88809046,10,"Guria, Racha-Lechkhumi-Kvemo Svaneti, Ajaria, Kakheti, Imereti, Samtskhe-Javakheti, Tbilisi, Kvemo Kartli, Shida Kartli, Mtskheta-Mtianeti"
3902,226063,Moldova,Soldanesti,28.74536969,47.87149911,10,"Donduseni, Orhei, Rezina, Dubasari, Soroca, Ocnita, Briceni, Transnistria, Floresti, Soldanesti"
3933,622978,Ecuador,Orellana,-76.84279265,-0.733748116,10,"Cotopaxi, Nariño, Sucumbios, Imbabura, Pichincha, Pastaza, Tungurahua, Napo, Orellana, Carchi"
4038,764001,Haiti,Ouest,-72.67452389,18.93986909,10,"Nippes, Ouest, Sud, Nord-Ouest, Centre, Nord-Est, L'Artibonite, Grand'Anse, Sud-Est, Nord"
4253,251075,Norway,Sogn og Fjordane,6.889970353,60.94452187,10,"Aust-Agder, Vest-Agder, Buskerud, Hordaland, Rogaland, Sør-Trøndelag, Oppland, Møre og Romsdal, Sogn og Fjordane, Telemark"
4407,765000,Dominica,Saint Joseph,-61.34997262,15.43455011,10,"Saint Peter, Saint David, Saint Patrick, Saint Joseph, Saint George, Saint Mark, Saint Andrew, Saint Luke, Saint John, Saint Paul"
4418,142100,Nigeria,Kogi,6.805922705,6.799907157,10,"Abia, Enugu, Anambra, Rivers, Bayelsa, Imo, Edo, Delta, Kogi, Benue"
8217,613050,Venezuela,Aragua,-67.26371281,10.34536314,10,"Distrito Capital, Guárico, Carabobo, Lara, Yaracuy, Anzoátegui, Aragua, Miranda, Falcón, Vargas"
8400,227409,Slovenia,Osrednjeslovenska,14.76233726,46.09452365,10,"Podravska, Goriška, Gorenjska, Jugovzhodna Slovenija, Savinjska, Spodnjeposavska, Zasavska, Koroška, Osrednjeslovenska, Notranjsko-kraška"
9066,444020,Thailand,Kanchanaburi,99.07975488,14.68466534,10,"Kanchanaburi, Samut Songkhram, Ratchaburi, Phetchaburi, Tak, Nakhon Sawan, Suphan Buri, Kamphaeng Phet, Uthai Thani, Nakhon Pathom"
10661,211054,Turkey,Denizli,28.96208662,37.92853543,10,"Izmir, Afyon, Denizli, Kütahya, Isparta, Manisa, Burdur, Usak, Mugla, Aydin"
13537,153051,Algeria,Tipaza,2.212272037,36.46106492,10,"Blida, Boumerdès, Bouira, Médéa, Alger, Relizane, Aïn Defla, Tipaza, Chlef, Mostaganem"
15401,172954,Uganda,Kiboga,31.95020597,1.026165119,10,"Nakasongola, Mpigi, Wakiso, Kampala, Kiboga, Hoima, Masindi, Luwero, Kibale, Mubende"
15462,436810,Vietnam,Hà N?i,105.7696269,21.16420844,10,"B?c K?n, Hà Nam, Hà N?i, Hung Yên, Nam Ð?nh, Phú Th?, Thái Bình, Thái Nguyên, Tuyên Quang, Vinh Phúc"
15493,441060,Vietnam,Ð?ng Nai,107.2948068,11.52386101,10,"Ð?k Nông, Bình Duong, Bình Phu?c, Bình Thu?n, Ð?ng Nai, H? Chí Minh, Lâm Ð?ng, Long An, Ninh Thu?n, Tây Ninh"
15687,442300,Cambodia,Krâchéh,106.199407,12.61496341,10,"Tbong Khmum, Phnom Penh, Prey Vêng, Môndól Kiri, Kâmpóng Thum, Kâmpóng Cham, Krâchéh, Kândal, Preah Vihéar, Stœng Trêng"
1101,424102,South Korea,Gyeongsangbuk-do,128.4872322,36.04193215,9,"Chungcheongbuk-do, Gyeongsangnam-do, Daegu, Jeollabuk-do, Busan, Jeollanam-do, Gangwon-do, Ulsan, Gyeongsangbuk-do"
3885,762017,Cuba,Mayabeque,-81.92981284,22.63653602,9,"Matanzas, Sancti Spíritus, Villa Clara, Ciudad de la Habana, La Habana, Mayabeque, Pinar del Río, Ciego de Ávila, Cienfuegos"
3904,226080,Moldova,Cimislia,28.97978028,46.61474883,9,"Basarabeasca, Ialoveni, Hîncesti, Cimislia, Causeni, Gagauzia, Nisporeni, Straseni, Stefan Voda"
3906,227104,Moldova,Gagauzia,28.61836903,46.14689477,9,"Basarabeasca, Odessa, Hîncesti, Leova, Cimislia, Cantemir, Taraclia, Cahul, Gagauzia"
3927,284646,Armenia,Gegharkunik,45.09530236,40.30088355,9,"Gegharkunik, Aragatsotn, Vayots Dzor, Ararat, Erevan, Kotayk, Armavir, Tavush, Lori"
4776,227407,Croatia,Bjelovarska-Bilogorska,16.75184804,45.69319914,9,"Sisacko-Moslavacka, Varaždinska, Viroviticko-Podravska, Bjelovarska-Bilogorska, Zagrebacka, Krapinsko-Zagorska, Koprivnicko-Križevacka, Požeško-Slavonska, Grad Zagreb"
4805,114290,Kenya,Isiolo,37.45743865,0.484556364,9,"Samburu, Laikipia, Tharaka-Nithi, Embu, Nyeri, Nyandarua, Meru, Isiolo, Kirinyaga"
4882,153070,Tunisia,Ben Arous (Tunis Sud),10.33860349,36.56026782,9,"Manubah, Béja, Sousse, Tunis, Nabeul, Siliana, Ariana, Zaghouan, Ben Arous (Tunis Sud)"
4884,153090,Tunisia,Sfax,10.11932238,34.91313108,9,"Gabès, Kebili, Monastir, Mahdia, Sfax, Sousse, Gafsa, Kairouan, Sidi Bou Zid"
4922,231700,Portugal,Coimbra,-8.439822283,40.14679397,9,"Coimbra, Lisboa, Aveiro, Leiria, Santarém, Porto, Castelo Branco, Viseu, Guarda"
5484,213079,Albania,Tiranë,19.93029239,41.39767188,9,"Kukës, Shkodër, Lezhë, Durrës, Tiranë, Dibër, Elbasan, Fier, Korçë"
6963,642434,Paraguay,Paraguarí,-56.73591677,-26.28390471,9,"Central, Cordillera, Caaguazú, Misiones, Guairá, Ñeembucú, Caazapá, Paraguarí, Itapúa"
7427,295307,Oman,Al Batinah North,57.57017745,23.71168608,9,"Ad Dakhliyah, Musandam, Al Batinah North, Al Buraymi, Al Dhahira, Al Batinah South, Ash Sharqiyah South, Muscat, Ash Sharqiyah North"
9238,213024,Bulgaria,Sliven,26.24148048,42.47003062,9,"Haskovo, Burgas, Plovdiv, Veliko Tarnovo, Gabrovo, Yambol, Stara Zagora, Lovech, Sliven"
9242,213029,Bulgaria,Plovdiv,24.57870001,42.20249004,9,"Haskovo, Kardzhali, Plovdiv, Smolyan, Stara Zagora, Sofia, Lovech, Pazardzhik, Blagoevgrad"
9249,227372,Bulgaria,Sofia,23.68318847,42.92743302,9,"Pleven, Grad Sofiya, Montana, Pernik, Kyustendil, Sofia, Lovech, Vratsa, Blagoevgrad"
9365,671075,Peru,Lima,-76.75611824,-11.66204972,9,"Ica, Huancavelica, Huánuco, Lima, La Libertad, Pasco, Ancash, Junín, Callao"
9383,524028,Philippines,North Cotabato,124.808752,7.189234586,9,"North Cotabato, Bukidnon, Maguindanao, Davao del Sur, South Cotabato, Agusan del Sur, Lanao del Sur, Davao del Norte, Sultan Kudarat"
9393,524050,Philippines,Samar,124.7246978,11.64995683,9,"Leyte, Samar, Masbate, Northern Samar, Cebu, Southern Leyte, Biliran, Eastern Samar, Quezon"
9400,524094,Philippines,Pangasinan,120.5657492,15.88598778,9,"Nueva Ecija, Pangasinan, Nueva Vizcaya, Ifugao, Tarlac, Pampanga, Zambales, Mountain Province, Benguet"
10649,211032,Turkey,K. Maras,36.62030854,37.69286782,9,"Osmaniye, Adiyaman, Kayseri, Malatya, Hatay, Gaziantep, K. Maras, Sivas, Adana"
10718,221800,Turkey,Artvin,41.41788492,40.65910318,9,"Artvin, Erzurum, Rize, Erzincan, Gümüshane, Kars, Bayburt, Ardahan, Trabzon"
10749,294980,Turkey,Erzincan,39.31303903,39.59282485,9,"Tunceli, Erzurum, Malatya, Bingöl, Erzincan, Gümüshane, Elazig, Sivas, Bayburt"
13011,213040,Macedonia,Vasilevo,22.672026,41.53660671,9,"Bosilovo, Strumitsa, Valandovo, Radoviš, Berovo, Vinitsa, Vasilevo, Konce, Novo Selo"
13017,214091,San Marino,Borgo Maggiore,12.46102681,43.93902139,9,"Fiorentino, Acquaviva, San Marino, Faetano, Chiesanuova, Serravalle, Borgo Maggiore, Domagnano, Montegiardino"
13274,413013,Japan,Akita,140.4261752,39.21676943,9,"Miyagi, Tochigi, Fukushima, Akita, Gunma, Aomori, Yamagata, Iwate, Niigata"
13489,242964,Estonia,Tartu,26.5022342,58.42832139,9,"Põlva, Viljandi, Võru, Peipsi, Lääne-Viru, Valga, Jõgeva, Tartu, Järva"
13525,153038,Algeria,Saïda,-0.228374958,35.07303705,9,"Oran, Tlemcen, Aïn Témouchent, Mostaganem, Saïda, Mascara, Sidi Bel Abbès, Tiaret, Relizane"
13529,153043,Algeria,Aïn Defla,1.740662061,35.96681898,9,"Tissemsilt, Médéa, Tiaret, Relizane, Aïn Defla, Tipaza, Chlef, Djelfa, Mostaganem"
15099,227320,Romania,Prahova,26.53677015,44.86664182,9,"Braila, Ilfov, Bra?ov, Buzau, Calara?i, Dâmbovi?a, Prahova, Arge?, Ialomi?a"
15101,227340,Romania,Dâmbovi?a,25.45862077,44.71155449,9,"Giurgiu, Ilfov, Bra?ov, Calara?i, Teleorman, Dâmbovi?a, Arge?, Bucharest, Sibiu"
15183,771151,El Salvador,La Libertad,-89.35448145,13.60355791,9,"La Paz, Usulután, Cuscatlán, Ahuachapán, Sonsonate, San Salvador, San Vicente, La Libertad, Santa Ana"
