pfaf_id,area_km2,ISO,Admin0,Admin1,rfr_score,cfr_score
351340,7168.943459017999,RUS,Russia,Sakha,1.2766793140000001,0.0
351350,7.16097749412,RUS,Russia,Sakha,0.0,0.0
351361,9299.375943211598,RUS,Russia,Sakha,3.29869504,0.0
351362,3736.05845205,RUS,Russia,Sakha,2.2191591230000003,0.0
351363,826.6948179369999,RUS,Russia,Sakha,3.504047916,0.0
351364,14393.182193900002,RUS,Russia,Sakha,1.208356097,0.0
351365,802.311696673,RUS,Russia,Sakha,0.0,0.0
351366,3920.55816644,RUS,Russia,Sakha,2.412479872,0.0
351367,216.074974691,RUS,Russia,Sakha,0.0,0.0
351368,2510.32214752,RUS,Russia,Sakha,3.326503336,0.0
351369,7154.246743590002,RUS,Russia,Sakha,2.558214083,0.0
351370,5101.3288096687,RUS,Russia,Sakha,0.0,0.0
351380,5539.83152074788,RUS,Russia,Sakha,3.2543757189999996,0.0
